L,0,
pi,26,
k,26,
action,0, 0.0, 0.0,
action,1, 0.0, 0.0,
action,2, 0.0, 0.0,
action,3, 0.0, 0.0,
action,4, 0.0, 0.0,
action,5, 0.0, 0.0,
action,6, 0.0, 0.0,
action,7, 0.0, 0.0,
action,8, 0.0, 0.0,
action,9, 0.0, 0.0,
action,10, 0.0, 0.0,
action,11, 0.0, 0.0,
action,12, 0.0, 0.0,
action,13, 0.0, 0.0,
action,14, 0.0, 0.0,
action,15, 0.0, 0.0,
action,16, 0.0, 0.0,
action,17, 0.0, 0.0,
action,18, 0.0, 0.0,
action,19, 0.0, 0.0,
action,20, 0.0, 0.0,
action,21, 0.0, 0.0,
action,22, 0.0, 0.0,
action,23, 0.0, 0.0,
action,24, 0.0, 0.0,
action,25, 0.0, 0.0,
action,26, 0.0, 0.0,

k,2,
action,0, 0.0, 0.0,
action,1, 0.0, 1.0,
action,2, 107.25, 1.0,
action,3, 104.5, 1.0,
action,4, 49.6396484375, 1.0,
action,5, 0.0, 0.0,
action,6, 0.0, 2.0,
action,7, 0.0, 0.0,
action,8, 0.0, 0.0,
action,9, 10.3125, 1.0,
action,10, 0.0, 0.0,
action,11, 0.0, 0.0,
action,12, 0.847290039062, 2.0,
action,13, 0.0, 0.0,
action,14, 0.0, 0.0,
action,15, 6.53125, 1.0,
action,16, 0.0, 1.0,
action,17, 0.0, 0.0,
action,18, 0.0, 0.0,
action,19, 0.0, 0.0,
action,20, 3.265625, 1.0,
action,21, 0.0, 0.0,
action,22, 0.0, 0.0,
action,23, 0.0, 0.0,
action,24, 3.4375, 1.0,
action,25, 0.0, 0.0,
action,26, 0.0, 0.0,
state,loc:2~,

k,10,
action,0, 0.0, 13.0,
action,1, 27.7499348958, 5.0,
action,2, 0.32534352897, 370.0,
action,3, 1.48760251631, 22.0,
action,4, 0.385808771307, 13.0,
action,5, 1.07811591019, 24.0,
action,6, 6.12554837276, 22.0,
action,7, 3.91945638356, 20.0,
action,8, 6.36877640122, 21.0,
action,9, 0.114012102041, 15.0,
action,10, 85.0023111979, 13.0,
action,11, 49.5, 2.0,
action,12, 0.873187668468, 16.0,
action,13, 0.00453125, 11.0,
action,14, 90.0349609918, 22.0,
action,15, 9.259765625, 6.0,
action,16, 0.0181311865311, 384.0,
action,17, 0.0150113983816, 444.0,
action,18, 0.229936933184, 14.0,
action,19, 0.00143432617188, 16.0,
action,20, 0.136265107505, 15.0,
action,21, 0.443513540448, 22.0,
action,22, 0.44451716173, 21.0,
action,23, 0.00179031735039, 21.0,
action,24, 0.247868135166, 21.0,
action,25, 0.2578125, 3.0,
action,26, 0.0259185157256, 392.0,
state,loc:1~,
state,loc:5~,
state,loc:0~,
state,loc:9~,

k,9,
action,0, 0.0, 0.0,
action,1, 0.0, 0.0,
action,2, 0.0, 0.0,
action,3, 0.0, 0.0,
action,4, 0.0, 0.0,
action,5, 0.0, 0.0,
action,6, 0.0, 0.0,
